-2.57635	1.39874
-0.129566	-1.60657
-0.752962	-4.39575
-1.76764	-0.340561
8.56401	2.73258
-0.419061	5.3227
1.67608	-18.9867
-21.2764	-8.65801
-8.1615	0.203083
2.61553	0.49706
-3.71829	-1.52636
-1.32107	2.7009
4.97262	2.97322
-0.482166	-0.351409
-0.352013	-21.4774
-20.3478	-8.11618
-7.32041	2.17922
5.96683	-4.17955
-1.45494	-3.87573
1.10656	2.83311
0.742391	-4.78963
-4.15515	-3.36869
-2.54142	-20.8082
-18.7018	-6.90904
-8.09728	2.04972
6.67024	0.0183254
-4.32541	-6.6775
0.992275	0.793342
1.17409	-3.26201
-1.97028	0.580996
8.97713	-20.5757
-19.9596	-8.98075
-7.28099	2.45192
4.17926	0.868502
-0.466167	1.25298
0.404351	2.35645
1.95188	-1.90172
3.79582	0.37073
-0.912588	-21.602
-20.1491	-9.52122
-4.87806	-1.22821
2.61507	-4.17039
-1.59314	-1.88782
-1.51243	0.805604
-0.0442213	-5.34978
-5.53152	3.93431
5.45452	-23.1881
-24.5769	-10.6111
-10.3104	1.34115
0.0764881	-8.2479
-4.86518	-3.74429
-1.1253	0.744868
4.12564	6.55713
4.5592	3.33862
3.50369	-21.3813
-20.8921	-12.1671
-9.5948	0.930781
0.950101	-7.36817
-7.08964	-7.63274
-2.72684	4.48735
8.14037	-7.02552
4.09361	4.24077
3.31233	-21.1987
-21.5724	-7.47244
-10.508	2.72169
5.18921	-5.7202
-2.92892	-6.82148
-1.8247	5.29298
6.90412	5.47909
-2.23941	-8.0556
-2.91609	-20.5394
-19.1309	-10.5152
-9.16263	1.64157
3.7252	0.753285
-4.28598	-1.78104
-1.57315	1.33427
-5.09468	-2.47196
-6.03996	-0.860628
2.06884	-19.8872
-22.2785	-6.73928
-8.30902	3.95584
8.44028	1.74171
-6.47683	-9.76013
-1.64105	-1.22304
2.25894	7.34001
-4.98478	2.65397
0.147181	-21.9867
-19.6549	-5.38708
-3.78565	2.6879
-4.69151	-11.1678
-11.5787	1.10497
4.52068	-14.5417
-14.5493	-6.82283
-4.2389	-5.52286
-4.42492	-9.06917
-8.15134	-13.1668
-12.6885	-16.3295
-14.0808	-10.2748
-9.3813	1.48878
3.50683	-14.6278
-14.0917	0.65893
1.21149	-9.38328
-10.875	-8.09921
-8.83769	-9.50766
-8.74949	-5.08971
-3.44554	-11.2655
-9.29473	-6.5831
-8.65681	-19.6463
-17.0431	-0.426909
3.27757	-7.03944
-8.56592	-9.85798
-10.2278	-6.36061
-7.23627	-4.076
-4.41877	-11.2618
-11.6529	-9.60179
-9.25075	-17.141
-17.4487	3.81343
8.55275	-1.94398
-6.40603	-11.9291
-12.0406	-6.20332
-6.36664	-1.93253
-2.82768	-15.3578
-16.8901	-9.09146
-9.04125	-11.9328
-13.0068	10.5251
5.66943	-8.59861
-6.78662	-14.2912
-15.1061	-12.9162
-14.412	-4.42634
-3.99092	-15.7082
-15.6332	4.96783
2.86964	0.267544
0.0100784	-10.7881
-12.9394	-0.761575
-0.804614	-17.6675
-17.3973	-11.3066
-10.1095	-8.08781
-8.57944	-18.712
-19.4151	4.44495
9.37654	-3.69879
-3.36479	-8.05938
-7.08574	1.40203
0.0416863	-16.0603
-16.105	-9.06875
-9.2367	-11.3569
-9.63358	-19.3179
-20.9149	-8.35904
-0.699024	-0.942799
-1.84704	-3.45244
0.195107	-0.288548
-0.566305	-16.5917
-18.575	-3.85589
-0.40965	-12.7947
-14.3785	-23.975
-23.2275	-3.26254
-3.09761	-9.12255
-10.5965	4.6118
5.42398	-0.406719
-3.26205	-18.0652
-17.7863	0.9884
-1.18346	-12.8487
-13.6434	-23.8494
-24.8849	-2.25549
-1.09805	-11.7403
-7.44682	3.42748
0.170351	-2.95222
-2.66422	-7.25454
-8.18515	-2.19676
-3.65295	-8.66391
-8.10407	-17.0305
-16.8733	-3.39074
-2.84974	-19.1402
-19.237	0.692681
4.53046	-6.426
-7.55119	-9.81236
-10.5131	-3.92761
-3.51596	-10.9426
-9.83498	-14.9495
-15.0336	-0.689677
-2.07478	-18.5003
-17.1999	7.08685
2.67812	-11.0629
-9.37922	-15.0518
-15.1506	-11.5801
-12.9953	-6.8057
-4.41636	-13.3597
-14.7452	-4.29282
-5.00208	-0.411115
3.3775	-6.52986
-10.0277	-7.70323
-10.0838	-14.1932
-14.7228	-11.3121
-10.022	-8.34071
-7.16197	-17.6583
-19.8582	-1.40394
-1.41195	1.61435
4.343	-8.64553
-12.2465	1.63671
3.67348	-12.2307
-12.5389	2.52256
3.91684	-16.2088
-12.6946	-10.7606
-12.663	-13.5382
-8.911	-0.434921
-2.16707	0.459282
-2.30165	-6.15566
-4.36514	-12.752
-12.6626	0.142018
-1.83071	-12.6179
-12.4931	-17.5369
-19.1862	-2.18862
-0.674285	-1.16277
0.757145	-6.76919
-8.97347	-1.1688
0.477243	-15.8838
-14.7641	-6.56994
-9.76372	-14.7973
-10.0609	-18.2988
-19.1735	2.41433
0.413049	-2.21736
-0.814262	-7.53873
-5.78974	-2.69496
-5.38794	-8.13359
-6.27707	-8.91189
-8.16653	-8.89288
-8.68695	-13.6818
-12.0435	-6.24591
-9.15788	-7.55029
-7.06158	-6.51703
1.22571	-7.1495
-6.23227	-11.6412
-8.30001	-4.04617
-3.59763	-2.50663
-5.12436	-14.942
-7.05291	-8.54337
-4.8548	-4.25398
0.641827	-1.91194
-3.83461	-4.3878
4.13902	-22.3677
-24.675	-6.75432
-1.46052	-4.83834
-3.84808	-6.2088
-9.76714	-5.6622
2.79415	4.0598
3.09882	2.40536
0.915076	-3.12531
3.09251	-19.2192
-17.2922	-4.55305
-4.92248	-2.6573
-5.77658	-18.7781
-15.5211	-6.31458
-9.78119	-6.40169
